business_unit,lead_contact,title,job_level,industry,team,channel,lead_product,sales_qualified
business_unit_1,Lead,Director HR/PR,,Skilled Nursing Facility,team_1,Webinar,product_50,0
business_unit_1,Contact,Billing and Collections Manager,Manager-Level,Physician,team_4,Webinar,product_50,0
business_unit_1,Contact,Administrator,Director-Level,Home Health,team_1,Webinar,product_27,0
business_unit_1,Lead,Patient Access manager,,Hospital,team_4,Webinar,product_50,0
business_unit_1,Contact,"Supervisor, Revenue Cycle Management",Staff-Level,Billing Services,team_3,Webinar,product_50,0
business_unit_1,Contact,President,C-Level,Home Health,team_1,Webinar,product_27,0
business_unit_1,Lead,Chief Operating Officer,C-Level,Hospital,team_4,Webinar,product_7,0
business_unit_1,Lead,Patient Access Manager,,Hospital,team_4,Webinar,product_50,0
business_unit_1,Contact,Alt. Administrator,Director-Level,Home Health,team_1,Webinar,product_49,0
business_unit_1,Contact,Billing Manager,Manager-Level,Ambulatory Health Care Facilities,team_3,Webinar,product_7,0
business_unit_1,Contact,Lead A/R Specialist,Staff-Level,Ambulatory Health Care Facilities,team_4,Webinar,product_7,0
business_unit_1,Contact,Owner,C-Level,Mental Health,team_3,Webinar,product_7,0
business_unit_1,Contact,Office Manager,Manager-Level,Chiropractic,team_3,Webinar,product_7,0
business_unit_1,Contact,Credentialing Specialist,Staff-Level,Ambulatory Health Care Facilities,team_3,Webinar,product_7,0
business_unit_1,Contact,Payroll/HRIS Manager,Manager-Level,Hospital,team_4,Webinar,product_50,0
business_unit_1,Contact,Associate Director,Director-Level,Physician,team_3,Webinar,product_7,0
business_unit_1,Contact,Billing Manager,Manager-Level,Ambulatory Health Care Facilities,team_3,Webinar,product_7,0
business_unit_1,Contact,Director Revenue Cycle Management,Director-Level,Physician,team_3,Webinar,product_7,0
business_unit_1,Contact,Office Manager,Manager-Level,Physician,team_3,Webinar,product_7,0
business_unit_1,Contact,Billing Officer,Staff-Level,Physician,team_3,Webinar,product_7,0
business_unit_1,Contact,Patient Accounts Supervisor,Staff-Level,Hospital,team_4,Webinar,product_7,0
business_unit_1,Lead,"Vice President, Affiliated Services",VP-Level,Hospital,team_4,Webinar,product_7,0
business_unit_1,Contact,Insurance Specialist,Staff-Level,Ambulatory Health Care Facilities,team_3,Webinar,product_7,0
business_unit_1,Lead,Patient Access Manager,,Skilled Nursing Facility,team_1,Webinar,product_50,0
business_unit_1,Contact,Financial Services Director,Director-Level,ACOs-MCOs-IDNs,team_3,Webinar,product_50,0
business_unit_1,Lead,Director of Revenue Cycle,,Other Ambulatory Provider,team_1,Webinar,product_50,0
business_unit_1,Contact,Revenue Cycle Executive,Director-Level,Hospital,team_4,Webinar,product_50,0
business_unit_1,Lead,Director of Patient Financial Services,,Hospital,team_4,Webinar,product_50,0
business_unit_1,Lead,Business Office Manager,,Skilled Nursing Facility,team_1,Webinar,product_50,0
business_unit_1,Contact,Manager Rev Cycle SBU's,Manager-Level,Home Health,team_4,Webinar,product_27,0
business_unit_1,Contact,RN/Home Health Director,Director-Level,Hospital,team_4,Webinar,product_49,0
business_unit_1,Contact,CEO,C-Level,Home Health,team_1,Webinar,product_40,1
business_unit_2,Contact,,,Health System,team_8,Inbound Call,product_48,1
business_unit_2,Contact,,,Pharmaceutical,team_8,Inbound Call,product_48,1
business_unit_1,Lead,Billing,,Mental Health,team_3,Inbound Call,product_1,1
business_unit_1,Contact,Administrator,Director-Level,Home Health,team_1,MDR Meeting,product_24,1
business_unit_1,Contact,Director,Director-Level,Mental Health,team_3,PPC,product_27,1
business_unit_1,Contact,Biller,,Physician,team_3,Webinar,product_7,0
business_unit_1,Contact,Director,Director-Level,Other Ambulatory Provider,team_3,MDR Meeting,product_40,1
business_unit_1,Lead,Owner,,Billing Services,team_3,Inbound Call,product_24,1
business_unit_1,Contact,,,Skilled Nursing Facility,team_1,Demo Request,product_7,1
business_unit_1,Contact,Denials Manager,Manager-Level,Health System,team_4,Webinar,product_7,0
business_unit_1,Contact,office manager,,Dental,team_3,Demo Request,product_5,0
business_unit_3,Lead,Dir Population Health,Director-Level,Health Plan / Payer,team_9,Webinar,product_13,0
business_unit_1,Contact,Business Office Manager,Manager-Level,Hospice,team_1,Webinar,product_27,1
business_unit_1,Contact,BOM,Manager-Level,Skilled Nursing Facility,team_1,Demo Request,product_47,0
business_unit_1,Contact,,,Mental Health,team_3,Demo Request,product_40,1
business_unit_1,Lead,Office Manager,Manager-Level,Physician,team_3,Webinar,product_4,0
business_unit_1,Lead,Billing,,Home Health,team_1,Inbound Call,product_1,1
business_unit_1,Contact,"Outpatient Clinical Services Vice President, Nursing",VP-Level,Other Ambulatory Provider,team_3,Demo Request,product_21,1
business_unit_1,Lead,,,Billing Services,team_3,Demo Request,product_24,1
business_unit_1,Contact,Director of Billing,,Home Health,team_1,Demo Request,product_28,1
business_unit_1,Lead,Billing  Representative,,Other Ambulatory Provider,team_3,Webinar,product_5,0
business_unit_1,Lead,Account Follow Up Rep,,Hospital,team_4,Webinar,product_5,0
business_unit_1,Lead,,,Other Ambulatory Provider,team_3,Demo Request,product_38,1
business_unit_1,Contact,Care Provider,Provider-Level,Mental Health,team_3,Demo Request,product_7,1
business_unit_1,Lead,,,Hospital,team_4,Webinar,product_5,0
business_unit_1,Contact,REIMBURSEMENT,Staff-Level,Health System,team_4,Survey,product_40,0
business_unit_1,Lead,"Manager, Billing",Manager-Level,Mental Health,team_3,Webinar,product_4,0
business_unit_1,Contact,Billing Lead,,Home Health,team_1,PPC,product_27,0
business_unit_1,Contact,Admissions Coordinator,Staff-Level,Skilled Nursing Facility,team_1,Webinar,product_27,0
business_unit_1,Lead,Director of Nursing,Director-Level,Home Health,team_1,Webinar,product_50,0
business_unit_1,Contact,CFO,C-Level,Ambulatory Health Care Facilities,team_3,Webinar,product_50,0
business_unit_1,Contact,Office Manager,Manager-Level,Home Health,team_1,Webinar,product_27,0
business_unit_1,Contact,PFS Director,Director-Level,Hospital,team_4,Webinar,product_50,0
business_unit_1,Lead,Payroll Manager,Manager-Level,Skilled Nursing Facility,team_1,Webinar,product_50,0
business_unit_1,Contact,Business Office Manager,Manager-Level,Home Health,team_1,Webinar,product_27,0
business_unit_1,Contact,Patient Access Director,Director-Level,Health System,team_4,Webinar,product_50,0
business_unit_1,Contact,Intake Specialist,Staff-Level,Home Health,team_1,Webinar,product_27,0
business_unit_1,Contact,Sr. VP Revenue Cycle,VP-Level,Hospital,team_4,Webinar,product_50,0
business_unit_1,Contact,Billing Manager,Manager-Level,Skilled Nursing Facility,team_1,Webinar,product_49,0
business_unit_1,Contact,Billing Manager,Manager-Level,Chiropractic,team_3,Webinar,product_4,0
business_unit_1,Contact,Director of Revenue,Director-Level,Transportation Services,team_3,Webinar,product_4,0
business_unit_1,Contact,Billing,Staff-Level,PT/OT/Rehab,team_3,Webinar,product_4,0
business_unit_1,Contact,Sandstone DME Admin Asst,,DME & Medical Supplies,team_3,Webinar,product_4,0
business_unit_1,Contact,Office Manager,Manager-Level,Billing Services,team_3,Webinar,product_4,0
business_unit_1,Contact,Lead Billing Specialist,Staff-Level,Mental Health,team_3,Webinar,product_4,0
business_unit_1,Contact,Billing Manager,Manager-Level,Ambulatory Health Care Facilities,team_3,Webinar,product_4,0
business_unit_1,Contact,Customer Service/ Billing,,Physician,team_3,Webinar,product_4,0
business_unit_1,Lead,Physician,Provider-Level,Mental Health,team_3,Webinar,product_4,0
business_unit_1,Lead,CFO,C-Level,Mental Health,team_3,Webinar,product_4,0
business_unit_1,Contact,Billing Manager,Manager-Level,Billing Services,team_3,Webinar,product_4,0
business_unit_1,Contact,Administrator,Director-Level,Mental Health,team_3,Webinar,product_4,0
business_unit_1,Contact,Office Manager,Manager-Level,Eye and Vision Services,team_3,Webinar,product_4,0
business_unit_1,Contact,,,Physician,team_3,Webinar,product_4,0
business_unit_1,Contact,,,Physician,team_3,Webinar,product_4,0
business_unit_1,Contact,CONSULTANT,Staff-Level,DME & Medical Supplies,team_3,Webinar,product_4,0
business_unit_1,Contact,Manager,Manager-Level,Physician,team_3,Webinar,product_4,1
business_unit_1,Contact,Office Manager,Manager-Level,Physician,team_3,Webinar,product_4,0
business_unit_1,Contact,Revenue Cycle Manager,Manager-Level,Laboratories,team_3,Webinar,product_4,0
business_unit_1,Contact,,,Mental Health,team_3,Webinar,product_4,1
business_unit_1,Contact,Owner,,Mental Health,team_3,Webinar,product_4,0
business_unit_1,Contact,Director of Centralized Services,Director-Level,Dental,team_3,Webinar,product_4,1
business_unit_1,Contact,,,Billing Services,team_3,Webinar,product_4,0
business_unit_1,Contact,Sr Claims Analyst,Staff-Level,Mental Health,team_3,Webinar,product_4,0
business_unit_1,Contact,Office Manager,Manager-Level,Chiropractic,team_3,Webinar,product_4,0
business_unit_1,Contact,Director of Enterprise Applications,Director-Level,Mental Health,team_3,Webinar,product_4,0
business_unit_1,Contact,Billing Specialist,Staff-Level,DME & Medical Supplies,team_3,Webinar,product_4,0
business_unit_1,Contact,President,C-Level,Physician,team_3,Webinar,product_4,0
business_unit_1,Lead,"Manager, Medical Office",Manager-Level,Physician,team_3,Webinar,product_4,0
business_unit_1,Contact,Manager,Manager-Level,Chiropractic,team_3,Webinar,product_4,0
business_unit_1,Contact,,,Mental Health,team_3,Webinar,product_4,0
business_unit_1,Contact,Office Manager,Manager-Level,Chiropractic,team_3,Webinar,product_4,0
business_unit_1,Contact,Data,,Mental Health,team_3,Webinar,product_4,1
business_unit_1,Contact,,,Mental Health,team_3,Webinar,product_4,0
business_unit_1,Contact,Billing Supervisor,Staff-Level,Physician,team_3,Webinar,product_4,0
business_unit_1,Contact,Office Manager,Manager-Level,DME & Medical Supplies,team_3,Webinar,product_4,0
business_unit_1,Contact,vice president of administration,VP-Level,Physician,team_3,Webinar,product_4,0
business_unit_1,Contact,Billing Manager,Manager-Level,PT/OT/Rehab,team_3,Webinar,product_4,0
business_unit_1,Contact,Billing Manager,Manager-Level,Transportation Services,team_3,Webinar,product_4,0
business_unit_1,Contact,Manager,Manager-Level,Chiropractic,team_3,Webinar,product_4,0
business_unit_1,Contact,md,Provider-Level,Physician,team_3,Webinar,product_4,0
business_unit_1,Contact,Billing Specialist,Staff-Level,Ambulatory Health Care Facilities,team_3,Webinar,product_4,0
business_unit_1,Contact,Office Manager,Manager-Level,Physician,team_3,Webinar,product_4,0
business_unit_1,Contact,,,Physician,team_3,Webinar,product_4,0
business_unit_1,Contact,CEO,C-Level,Ambulatory Health Care Facilities,team_3,Webinar,product_4,0
business_unit_1,Contact,Biller,Staff-Level,Hospital,team_4,Webinar,product_5,0
business_unit_1,Contact,Revenue Cycle Director,Director-Level,Hospital,team_4,Webinar,product_4,0
business_unit_1,Contact,Program Director,Director-Level,Mental Health,team_3,Webinar,product_4,0
business_unit_3,Contact,Staff Vp Quality Improvement Strategy,VP-Level,Health Plan / Payer,team_9,Webinar,product_12,0
business_unit_1,Contact,Billing Manager,Manager-Level,Ambulatory Health Care Facilities,team_3,Webinar,product_4,0
business_unit_1,Contact,,,Hospital,team_4,Webinar,product_5,0
business_unit_1,Contact,Operations Manager,Manager-Level,DME & Medical Supplies,team_3,Webinar,product_4,0
business_unit_1,Lead,"Director, Billing",Director-Level,Physician,team_3,Webinar,product_4,0
business_unit_1,Contact,Team Lead insurances,Staff-Level,Other Ambulatory Provider,team_3,Webinar,product_4,0
business_unit_1,Contact,president,C-Level,Physician,team_3,Webinar,product_4,0
business_unit_1,Contact,Account Follow-up Representative II,,Hospital,team_4,Webinar,product_5,0
business_unit_1,Contact,AR Follow Up,Staff-Level,Hospital,team_4,Webinar,product_5,0
business_unit_1,Contact,Appeals Specialist,Staff-Level,Hospital,team_4,Webinar,product_5,1
business_unit_1,Contact,Executive Finance Manager,Manager-Level,Mental Health,team_3,Webinar,product_4,0
business_unit_3,Lead,"Director, Market Quality, FL, Ei Quality & Clinical Performance Strategy",Director-Level,Health Plan / Payer,team_9,Webinar,product_12,0
business_unit_1,Contact,Team Lead,Staff-Level,Other Ambulatory Provider,team_3,Webinar,product_4,0
business_unit_1,Contact,,,Physician,team_3,Webinar,product_4,0
business_unit_1,Contact,Executive Director and Owner,Director-Level,Mental Health,team_3,Webinar,product_4,0
business_unit_1,Contact,Billing Manager,Manager-Level,PT/OT/Rehab,team_3,Webinar,product_4,0
business_unit_3,Contact,Chief of Quality Initiatives,C-Level,Health Plan / Payer,team_9,Webinar,product_12,0
business_unit_1,Contact,,,Mental Health,team_3,Webinar,product_4,0
business_unit_1,Contact,Billing Manager,Manager-Level,Eye and Vision Services,team_3,Webinar,product_4,0
business_unit_1,Contact,Business Manager,Manager-Level,Physician,team_3,Webinar,product_4,0
business_unit_1,Contact,CEO,C-Level,Home Health,team_1,Webinar,product_27,0
business_unit_1,Contact,Billing,,Home Health,team_1,Inbound Call,product_4,1
business_unit_1,Contact,MD/Billing Manager,Manager-Level,Eye and Vision Services,team_3,Inbound Call,product_50,0
business_unit_1,Contact,manager,Manager-Level,Physician,team_3,Webinar,product_24,0
business_unit_1,Lead,Billing,,"Respiratory, Rehab & Restorative Service",team_3,Inbound Call,product_1,0
business_unit_1,Contact,"PT, DPT",,PT/OT/Rehab,team_3,Inbound Call,product_1,1
business_unit_1,Contact,Director of Finance,Director-Level,Hospice,team_1,Webinar,product_40,1
business_unit_1,Lead,Director,,Hospital,team_4,MDR Meeting,product_40,0
business_unit_1,Lead,Executive Director,,Mental Health,team_3,MDR Meeting,product_40,1
business_unit_1,Lead,Business Office Manager,Manager-Level,Skilled Nursing Facility,team_1,MDR Meeting,product_40,1
business_unit_1,Contact,Supervisor,Staff-Level,Hospital,team_4,Webinar,product_5,0
business_unit_1,Contact,Pharmacist,,Hospital,team_4,Webinar,product_5,0
business_unit_1,Contact,Billing Insurance Clerk,Staff-Level,Hospital,team_4,Webinar,product_5,0
business_unit_1,Contact,Sr Account Follow-up Rep,,Hospital,team_4,Webinar,product_5,0
business_unit_1,Contact,TPB,,Hospital,team_4,Webinar,product_5,0
business_unit_1,Contact,Billing,Provider-Level,Mental Health,team_3,Inbound Call,product_1,1
business_unit_1,Contact,Billing Specialist,Staff-Level,Physician,team_3,Webinar,product_4,0
business_unit_1,Contact,Administrator,Director-Level,Skilled Nursing Facility,team_6,Demo Request,product_3,0
business_unit_1,Contact,Chief Executive Officer,C-Level,Ambulatory Health Care Facilities,team_3,Webinar,product_4,0
business_unit_1,Contact,billing specialist,,Physician,team_3,Webinar,product_4,0
business_unit_1,Contact,Administrator,Director-Level,Hospice,team_1,Demo Request,product_22,0
business_unit_1,Lead,VP Nursing,,Hospital,team_5,Tradeshow,product_57,0
business_unit_2,Lead,"Director, Health Policy & Analytics",,Hospital,team_10,Tradeshow,product_20,0
business_unit_1,Lead,Chief Medical Officer,,Hospital,team_4,Tradeshow,product_66,0
business_unit_1,Contact,Chief Executive Officer,C-Level,Hospital,team_4,Tradeshow,product_49,0
business_unit_2,Lead,Director Institute for Lifestyle Medicine,,Hospital,team_8,Tradeshow,product_48,0
business_unit_1,Lead,Biller,Staff-Level,Billing Services,team_3,Demo Request,product_4,0
business_unit_1,Contact,doctor/Office Manager,Staff-Level,Chiropractic,team_3,MDR Meeting,product_40,0
business_unit_1,Contact,Manager,Manager-Level,PT/OT/Rehab,team_3,Inbound Call,product_1,1
business_unit_1,Lead,Billing Officer,,Mental Health,team_3,Webinar,product_27,0
business_unit_1,Lead,Chief Financial Officer,,Ambulatory Health Care Facilities,team_3,Webinar,product_4,0
business_unit_1,Lead,MCO QA SPECIALIST,,Other Ambulatory Provider,team_3,Webinar,product_4,0
business_unit_1,Contact,Revenue Cycle Manager,Manager-Level,Facility/Agency,team_4,Webinar,product_4,0
business_unit_1,Contact,owner,C-Level,Ambulatory Health Care Facilities,team_3,Webinar,product_4,0
business_unit_1,Contact,Billing Specialist,Staff-Level,Mental Health,team_1,Webinar,product_4,0
business_unit_1,Lead,Billing Supervisor,,Physician,team_3,Webinar,product_4,0
business_unit_1,Contact,Director of Finance & Administration,Director-Level,Mental Health,team_3,Webinar,product_4,0
business_unit_1,Contact,Processor,,Physician,team_3,Webinar,product_4,0
business_unit_1,Contact,,,Physician,team_3,Webinar,product_4,0
business_unit_1,Contact,Billing Specialist,,Physician,team_3,Webinar,product_4,0
business_unit_1,Contact,,,Physician,team_3,Webinar,product_4,0
business_unit_1,Contact,Office Manager/Revenue Cycle Manager,Manager-Level,Chiropractic,team_3,Webinar,product_4,0
business_unit_1,Contact,,,Mental Health,team_3,Webinar,product_4,0
business_unit_1,Contact,,,Physician,team_3,Webinar,product_4,0
business_unit_1,Contact,Billing Manager,Manager-Level,Mental Health,team_3,Webinar,product_4,0
business_unit_1,Contact,,,Billing Services,team_3,Webinar,product_4,0
business_unit_1,Contact,MANAGER,Manager-Level,DME & Medical Supplies,team_3,Webinar,product_4,0
business_unit_1,Contact,Receptionist,Staff-Level,Mental Health,team_3,Webinar,product_4,0
business_unit_1,Contact,Owner,C-Level,Mental Health,team_3,Webinar,product_4,0
business_unit_1,Contact,Accounts Manager,Manager-Level,DME & Medical Supplies,team_3,Webinar,product_4,0
business_unit_1,Contact,Practice Manager,Manager-Level,Physician,team_3,Webinar,product_4,0
business_unit_1,Contact,MCO QA Specialist,Staff-Level,Home Health,team_1,Webinar,product_4,0
business_unit_1,Contact,Fiscal accounts technician,Staff-Level,Ambulatory Health Care Facilities,team_3,Webinar,product_4,0
business_unit_1,Contact,Director of Payor Relations,Director-Level,Physician,team_3,Webinar,product_4,0
business_unit_1,Contact,RN OFFICE MANAGER - CODER -BILLER,Manager-Level,Physician,team_3,Webinar,product_4,0
business_unit_1,Contact,Revenue Cycle Manager,,Physician,team_3,Webinar,product_4,0
business_unit_1,Lead,"Manager, Revenue Cycle",Manager-Level,Ambulatory Health Care Facilities,team_3,Webinar,product_4,0
business_unit_1,Contact,Billing,Manager-Level,Chiropractic,team_3,Inbound Call,product_37,0
business_unit_1,Contact,Admissions Director,Director-Level,Skilled Nursing Facility,team_1,MDR Meeting,product_40,0
business_unit_1,Lead,Billing Director,,Home Health,team_1,Web Chat,product_1,1
business_unit_1,Contact,,,Mental Health,team_3,Demo Request,product_4,0
business_unit_1,Contact,Intake Manager,Manager-Level,Hospice,team_1,Webinar,product_40,1
business_unit_1,Contact,CEO,C-Level,Software Vendor,team_2,MDR Meeting,product_40,0
business_unit_1,Contact,Director of Nursing,Director-Level,Skilled Nursing Facility,team_6,Inbound Call,product_33,0
business_unit_1,Lead,Biller,,Other Ambulatory Provider,team_3,Inbound Call,product_1,0
business_unit_1,Lead,Billing,,Mental Health,team_3,Inbound Call,product_1,0
business_unit_1,Contact,Office Manager,Manager-Level,Mental Health,team_3,MDR Meeting,product_40,1
business_unit_1,Lead,Owner,,Mental Health,team_3,Inbound Call,product_1,0
business_unit_1,Lead,Assistant,,Physician,team_3,Webinar,product_40,1
business_unit_1,Lead,,,Software Vendor,team_2,Demo Request,product_7,1
business_unit_2,Lead,Clinical Operations,,Pharmaceutical,team_8,Webinar,product_19,0
business_unit_1,Lead,Chief Financial Officer,C-Level,Ambulatory Health Care Facilities,team_3,Webinar,product_34,0
business_unit_1,Contact,,,Software Vendor,team_2,PPC,product_7,0
business_unit_1,Contact,Billing Manager,Manager-Level,Ambulatory Health Care Facilities,team_1,Webinar,product_24,1
business_unit_2,Lead,Director EQA Large Molecule Drug Product,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,"Director, Marketing US",,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Director Value and Access,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Director Value and Access,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Director Marketing Lung and PanTumor,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Director in Medical Affairs (Real World Evidence and Scientific Communications),,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Vice President Data and Statistical Sciences Hematology and Early Development Oncology Hematology,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Senior Director Clinical Research Operations,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,"Director, Clinical Operations",,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Senior Vice President Marketing Sales Strategy and Analytics,,Biotech,team_12,Webinar,product_51,0
business_unit_2,Lead,Senior Vice President Head of Clinical Development,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Director US New Products,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Senior Director-Marketing,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,"Senior Business Director, National Head of Sales",,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Senior Director US New Products,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Vice President-US Marketing,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Senior Executive Director New Business Development,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Director Medical Affairs and Safety,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Head of Marketing Customer Engagement,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Director Commercial Analytics and Sales Operations,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Director Hematology Oncology Marketing,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Vice President Communications Merck Research Laboratories and Business Development,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Executive Director Finance External Manufacturing Procurement Business Development and Alliances,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Safety Data Science Director,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Healthcare Director Rare Diseases,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Director New Product Development,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Director Product Strategy Leader Global Supply Chain,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Senior Director Marketing Women's Health,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Vice President Global Marketing and Planning,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,"Vice President, Business Development GYN Surgical",,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Director IT Driving Digital Marketing Transformation and Product Line Management,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Head of U.S. (HCP Payer Professional Education and Scientific Strategy) Marketing,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,"Director, Downstream Marketing",,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Director Commercial Marketing,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,"Director, Global Marketing (Glaucoma)",,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Senior Director Account and Access Marketing,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Marketing Team Director Ophthalmology Marketing,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Chief Commercial Officer (CCO),,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Vice President Marketing,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,"Director, Pharmacovigilance",,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Vice President US Market Access,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Director Medical Affairs Scientific Strategy,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Vice President Commercial Analytics and Operations,,Biotech,team_12,Webinar,product_51,0
business_unit_2,Lead,Senior Director Global Development/Medical Affairs Technology Solutions,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Director Project Management and Product Development,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Director Alliance Management Business Development,,Biotech,team_12,Webinar,product_51,0
business_unit_2,Lead,"Global Director, Clinical Development Lead",,Biotech,team_12,Webinar,product_51,0
business_unit_2,Lead,"Head Senior Vice President, Pharmacovigilance of Safety",,Biotech,team_12,Webinar,product_51,0
business_unit_2,Lead,Director Clinical Development,,Biotech,team_12,Webinar,product_51,0
business_unit_1,Lead,Billing,,Mental Health,team_3,Inbound Call,product_1,0
business_unit_2,Lead,"Vice President, Clinical Development",,Biotech,team_12,Webinar,product_51,0
business_unit_2,Lead,Director Market Access Government Affairs and Patient Advocacy,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,"Executive Director, Clinical Operations, Research and Development",,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Executive Director Global Marketing Disease Lead Bladder Cancers,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Director Clinical Development (Oncology),,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Director Global Procurement Market Research,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,Global Vice President Clinical Operations,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Contact,"Marketing Team Director, Oncology, Lung, Rare Cancers",,Biotech,team_12,Webinar,product_51,0
business_unit_2,Contact,"QA Fda, Regulatory Strategy Innovative Product Vice President Development, Regulatory Affairs",VP-Level,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Contact,Senior Director Insights and Analytics,Director-Level,Biotech,team_12,Webinar,product_51,0
business_unit_2,Contact,"Operations, Patient Advocacy Rare Diseases Vice President, Clinical Development",VP-Level,Biotech,team_12,Webinar,product_51,0
business_unit_2,Contact,Information Technology Director,Director-Level,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Lead,"Executive Director, Alliance Management, Business Development",,Biotech,team_12,Webinar,product_51,0
business_unit_2,Lead,"Senior Director, Neurology Marketing",,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Contact,"Director, Oncology Medical Affairs",Director-Level,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Contact,Senior Director-PBC Marketing,,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Contact,"Vice President, External Innovation",VP-Level,Biotech,team_12,Webinar,product_51,0
business_unit_2,Contact,"Global Director, Data Science",Director-Level,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Contact,"Senior Director, Commercial Insights, Analytics & Operations",Director-Level,Biotech,team_12,Webinar,product_51,0
business_unit_2,Contact,"Director, Clinical Operations",Director-Level,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Contact,"Director, Medical Science Liaisons",Director-Level,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Contact,"Vice President, Market Access and Distribution",VP-Level,Biotech,team_12,Webinar,product_51,0
business_unit_2,Contact,Associate Operations Director,Director-Level,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_1,Lead,,,Skilled Nursing Facility,team_1,Demo Request,product_4,1
business_unit_2,Contact,"Associate Director, Sales Operations",Director-Level,Biotech,team_12,Webinar,product_51,0
business_unit_2,Lead,"Senior Vice President and Head, US Value Access",,,team_12,Webinar,product_51,0
business_unit_2,Lead,"Operations Management, Devsci Informatics Head of Portfolio",,,team_12,Webinar,product_51,0
business_unit_2,Contact,"Global Director, Clinical Operations",Director-Level,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Contact,"Executive Director, Field Medical Affairs Oncology",Director-Level,Pharmaceutical,team_12,Webinar,product_51,0
business_unit_2,Contact,Senior Brand Manager,Manager-Level,Biotech,team_12,Webinar,product_51,0
business_unit_1,Lead,Dir. Revenue Cycle Mgmt,,Other Ambulatory Provider,team_3,Webinar,product_34,1
