Product ID,Product Name,Product Category,Price,Quantity Sold,UOM,Region,Customer Segment,Sales Rep Name,Date of Sale
G44LHTJNS0,"Syringes, 50ml",Surgical Supplies,417.19,51,boxes,"Denver, CO",Hospital,Jasmine Kelley,2024-06-01
7Q8BXLFTQH,Gauze Sponges,Medical Devices,344.87,29,packs,"Orlando, FL",Clinic,Kyle Blair,2024-09-25
YAF9ETN2BI,Surgical Gowns,Surgical Supplies,358.12,21,packs,"Dallas, TX",Hospital,Jennifer Ross,2024-02-17
CJRASDWVFI,Aspirin Tablets,Pharmaceuticals,60.99,25,packs,"Portland, OR",Hospital,Ana Smith,2024-05-15
C87BXPW4G0,"Syringes, 50ml",Medical Devices,94.88,51,boxes,"Phoenix, AZ",Clinic,Mikayla Sanchez,2023-11-13
9TXR8RSUPH,Vitamin D Capsules,Pharmaceuticals,21.5,11,bottles,"Dallas, TX",Clinic,Kristen Turner,2024-05-05
K1CNA8BA4W,Diagnostic Test Strips,Medical Devices,191.94,82,boxes,"Atlanta, GA",Hospital,Mark Harrell,2024-08-06
KBI02YC23K,Disposable Face Masks,Medical Devices,111.5,30,boxes,"Portland, OR",Hospital,Ana Smith,2023-12-26
I0M6WRXU4Q,Blood Collection Tubes,Medical Devices,261.0,30,trays,"Washington, DC",Clinic,Renee Mcgrath,2024-01-17
7JD7MSKNVU,Surgical Gloves,Surgical Supplies,323.53,15,boxes,"Minneapolis, MN",Hospital,Thomas Garcia,2024-06-26
SUWD4HRPH8,Antibiotic Ointment,Pharmaceuticals,82.28,35,tubes,"Las Vegas, NV",Clinic,William Cantu,2024-01-14
JBEMFS9L9B,IV Catheters,Surgical Supplies,268.01,75,pieces,"Houston, TX",Hospital,Daniel Arnold,2024-01-16
S07Y6EQ0TL,Gauze Sponges,Medical Devices,235.64,80,packs,"New York City, NY",Hospital,Megan Chang,2024-09-20
4VBQ2PFRTI,Sterile Drapes,Surgical Supplies,467.72,10,packs,"Portland, OR",Hospital,Ana Smith,2024-10-13
WS8N452ZTC,Paracetamol Tablets,Pharmaceuticals,411.53,21,packs,"Washington, DC",Hospital,Rebecca Wagner,2023-12-09
TENIRE4D4D,Cough Syrup,Pharmaceuticals,100.88,32,bottles,"Chicago, IL",Clinic,John Ponce,2024-09-07
8TAC9CWB93,Surgical Gloves,Surgical Supplies,470.9,21,boxes,"Phoenix, AZ",Clinic,John Ponce,2024-05-03
OTJQY58XG7,Paracetamol Tablets,Pharmaceuticals,431.54,25,packs,"Phoenix, AZ",Hospital,Renee Mcgrath,2023-10-28
0ZFXNBEUV8,"Syringes, 50ml",Surgical Supplies,416.65,17,boxes,"Las Vegas, NV",Clinic,William Cantu,2024-05-15
6GKSIOH7Q6,Metformin Tablets,Pharmaceuticals,36.25,19,packs,"Portland, OR",Clinic,Ana Smith,2024-06-04
GN8YUN5VDX,Ibuprofen Tablets,Pharmaceuticals,427.41,24,packs,"Minneapolis, MN",Hospital,Thomas Garcia,2023-10-26
24K9EKEDSU,Surgical Scalpels,Medical Devices,425.96,80,pieces,"San Francisco, CA",Hospital,Robin Levy,2024-07-17
GY5YHW8O7Z,Insulin Injection,Pharmaceuticals,372.8,27,syringles,"Atlanta, GA",Hospital,Robert Green,2024-08-08
QHQD5SU3FS,Cough Syrup,Pharmaceuticals,150.86,33,bottles,"Dallas, TX",Clinic,Jennifer Ross,2023-11-09
1L712YZ0XF,Gauze Sponges,Medical Devices,245.13,63,packs,"Phoenix, AZ",Hospital,Thomas Grimes,2024-06-07
XBG91BSOGO,Suture Kits,Surgical Supplies,294.33,60,sets,"Washington, DC",Hospital,Christopher Flores,2024-03-29
7E8XJY8674,"Syringes, 50ml",Medical Devices,67.66,57,boxes,"Las Vegas, NV",Clinic,William Cantu,2024-01-09
6R5ZGHK562,Scalpel Blades,Surgical Supplies,447.8,46,pieces,"Dallas, TX",Hospital,Kristen Turner,2024-03-29
9ACNO4DNH8,Amoxicillin Capsules,Pharmaceuticals,83.64,18,bottles,"Houston, TX",Clinic,James Bradley,2023-12-11
NIRCNNPSFD,Surgical Scalpels,Medical Devices,255.11,47,pieces,"Boston, MA",Clinic,Robert Green,2024-02-13
YNLMSIJ8N3,Paracetamol Tablets,Pharmaceuticals,224.34,38,packs,"Washington, DC",Hospital,Rebecca Wagner,2024-06-09
MECH9P94VG,Gauze Sponges,Medical Devices,283.0,69,packs,"San Francisco, CA",Hospital,Renee Mcgrath,2024-04-05
F1IROUH080,IV Tubing Set,Medical Devices,244.58,40,pieces,"San Antonio, TX",Hospital,Rachel Sutton,2024-05-04
I4FLNTMLFO,"Syringes, 50ml",Surgical Supplies,180.25,9,boxes,"Boston, MA",Hospital,John Ponce,2024-04-29
Y09WVB1QI9,Blood Collection Tubes,Medical Devices,143.43,14,trays,"Denver, CO",Clinic,William Sullivan,2024-08-09
AR7IIEZXXZ,Vitamin D Capsules,Pharmaceuticals,110.48,48,bottles,"San Francisco, CA",Clinic,Christine King,2024-02-16
ZB7ZTS3Q5Z,Insulin Injection,Pharmaceuticals,129.99,47,syringles,"Washington, DC",Clinic,Christopher Flores,2024-08-06
OZ20WIG3DD,Antibiotic Ointment,Pharmaceuticals,34.66,4,tubes,"Orlando, FL",Clinic,Kyle Blair,2023-11-12
GTSP1ZFK0W,"Syringes, 50ml",Medical Devices,236.41,84,boxes,"San Francisco, CA",Hospital,Christine King,2024-03-18
JP83V5YTSL,IV Tubing Set,Medical Devices,277.45,47,pieces,"Washington, DC",Hospital,Renee Mcgrath,2024-02-19
1QT183QVDW,Insulin Injection,Pharmaceuticals,38.36,38,syringles,"San Antonio, TX",Clinic,Rachel Sutton,2024-03-27
38WHHIYWUQ,Disposable Face Masks,Medical Devices,357.08,71,boxes,"Boston, MA",Hospital,Megan Chang,2024-08-14
N1VO9NG6OD,Diagnostic Test Strips,Medical Devices,474.12,54,boxes,"San Francisco, CA",Hospital,Mark Harrell,2024-04-18
4JX1ZHRLMW,Disposable Gloves,Medical Devices,189.79,31,boxes,"Washington, DC",Hospital,Renee Mcgrath,2024-10-09
FJTG779BY5,Ibuprofen Tablets,Pharmaceuticals,159.44,45,packs,"Denver, CO",Clinic,Kyle Blair,2024-08-24
LWYE3OC7WK,Catheters,Medical Devices,234.99,26,pieces,"Boston, MA",Hospital,Juan Campos,2023-11-26
5K4WNGQUDF,Diagnostic Test Strips,Medical Devices,411.15,34,boxes,"San Francisco, CA",Clinic,Mark Harrell,2024-02-06
TFOAY43MXL,Aspirin Tablets,Pharmaceuticals,106.46,54,packs,"Houston, TX",Hospital,Daniel Arnold,2023-10-22
D7JMF5VF31,Surgical Gowns,Surgical Supplies,494.18,15,packs,"Phoenix, AZ",Clinic,Mikayla Sanchez,2024-07-08
WYOFZ4MDW4,Disposable Gloves,Medical Devices,482.95,67,boxes,"Boston, MA",Hospital,Juan Campos,2023-10-21
9F1CSAEC29,Vitamin D Capsules,Pharmaceuticals,420.15,58,bottles,"Dallas, TX",Hospital,Jennifer Ross,2024-09-02
VGKGMSWMMD,Surgical Gloves,Surgical Supplies,123.6,33,boxes,"Dallas, TX",Hospital,Kristen Turner,2023-12-23
AK557SJQDQ,Forceps,Surgical Supplies,445.35,58,pieces,"Chicago, IL",Hospital,Rachel Sutton,2024-03-13
KEMD4M9FUB,Insulin Injection,Pharmaceuticals,36.74,14,syringles,"Orlando, FL",Clinic,Kyle Blair,2023-11-05
3PH9J3HQ1L,Catheters,Medical Devices,495.73,52,pieces,"Las Vegas, NV",Clinic,William Cantu,2024-02-04
OBIQIXL19J,Surgical Masks,Surgical Supplies,73.05,29,boxes,"New York City, NY",Hospital,William Cantu,2024-03-04
83KNLE219P,Gauze Sponges,Medical Devices,452.45,9,packs,"Las Vegas, NV",Clinic,Mallory Barnett,2023-11-02
OSX65ILZNU,Suture Kits,Surgical Supplies,328.57,6,sets,"Washington, DC",Clinic,Rebecca Wagner,2024-07-20
ZP0YQ4XI90,Surgical Gowns,Surgical Supplies,427.4,19,packs,"San Francisco, CA",Clinic,Robin Levy,2024-06-30
1N98JXGYUU,Scalpel Blades,Surgical Supplies,469.63,18,pieces,"Atlanta, GA",Clinic,Robert Green,2024-02-21
E40TQ0F3Z1,Blood Collection Tubes,Medical Devices,115.3,64,trays,"San Antonio, TX",Hospital,Ana Smith,2024-08-14
SUNE6EROYB,Disposable Gloves,Medical Devices,140.71,67,boxes,"Boston, MA",Hospital,Megan Chang,2023-11-11
09GPSUFOJF,Sterile Drapes,Surgical Supplies,109.31,75,packs,"San Antonio, TX",Hospital,Ana Smith,2023-11-02
HQRI0HBBBU,Scalpel Blades,Surgical Supplies,459.69,6,pieces,"Las Vegas, NV",Clinic,William Cantu,2024-02-20
Y56SY3KIDO,Catheters,Medical Devices,302.71,46,pieces,"Chicago, IL",Hospital,Christine King,2024-09-08
2UQ3FC006Y,"Syringes, 50ml",Medical Devices,391.43,37,boxes,"Los Angeles, CA",Clinic,Mark Harrell,2024-07-16
ATCNY4KGQD,"Syringes, 50ml",Medical Devices,392.45,83,boxes,"Dallas, TX",Hospital,William Cantu,2024-06-16
8ETR73M6CH,Aspirin Tablets,Pharmaceuticals,178.34,5,packs,"Phoenix, AZ",Hospital,Mikayla Sanchez,2024-05-06
1UNNLJOOOK,Gauze Sponges,Medical Devices,379.14,95,packs,"Washington, DC",Hospital,Christopher Flores,2024-08-03
X0H9FA5NFH,Blood Collection Tubes,Medical Devices,142.59,27,trays,"Houston, TX",Clinic,Daniel Arnold,2024-03-12
TOGD9ZZEOV,Vitamin D Capsules,Pharmaceuticals,244.73,18,bottles,"Seattle, WA",Hospital,Ryan Carr,2023-10-25
VF6VIQT9QF,Antibiotic Ointment,Pharmaceuticals,409.29,53,tubes,"San Francisco, CA",Hospital,Daniel Arnold,2024-08-02
KN1XQGOZTV,IV Tubing Set,Medical Devices,388.99,52,pieces,"Chicago, IL",Hospital,John Ponce,2023-12-22
3D6TTOW58R,Cough Syrup,Pharmaceuticals,168.05,5,bottles,"Phoenix, AZ",Clinic,Ryan Carr,2024-03-03
HNW78UB49Q,Scalpel Blades,Surgical Supplies,306.25,64,pieces,"Dallas, TX",Hospital,Kristen Turner,2024-02-21
ZVW2PJKFZ1,Metformin Tablets,Pharmaceuticals,183.3,49,packs,"Houston, TX",Clinic,Daniel Arnold,2023-11-28
JRVURCIZRM,Gauze Pads,Surgical Supplies,310.88,5,packs,"Houston, TX",Clinic,Daniel Arnold,2024-02-19
DVRETURMWH,Disposable Gloves,Medical Devices,422.38,53,boxes,"Washington, DC",Hospital,Rebecca Wagner,2023-12-17
QF97AHF1LI,Metformin Tablets,Pharmaceuticals,150.57,31,packs,"Miami, FL",Clinic,Renee Mcgrath,2024-05-26
GPR1I7K5C1,Disposable Face Masks,Medical Devices,214.5,63,boxes,"Boston, MA",Clinic,Megan Chang,2024-06-09
4M38BF1NP7,Gauze Sponges,Medical Devices,211.11,52,packs,"Phoenix, AZ",Clinic,Thomas Grimes,2023-10-18
SD4TEIW5H9,Disposable Face Masks,Medical Devices,406.81,58,boxes,"Phoenix, AZ",Hospital,Mikayla Sanchez,2024-03-29
OGKYPJVKEG,Aspirin Tablets,Pharmaceuticals,39.88,44,packs,"Denver, CO",Clinic,Lisa Barrera,2024-05-03
NPU1OT2AG1,Scalpel Blades,Surgical Supplies,368.57,46,pieces,"Chicago, IL",Clinic,Kyle Blair,2024-08-28
A77KRASKTU,Surgical Masks,Surgical Supplies,381.81,52,boxes,"Portland, OR",Hospital,Ana Smith,2024-04-12
KP4ZAR437M,Diagnostic Test Strips,Medical Devices,261.41,100,boxes,"Denver, CO",Hospital,Jasmine Kelley,2023-11-12
QFDG6WEB6I,Surgical Gowns,Surgical Supplies,87.5,60,packs,"Boston, MA",Hospital,Juan Campos,2023-11-01
FGCCVVI117,Surgical Masks,Surgical Supplies,324.04,25,boxes,"Houston, TX",Hospital,Jorge Trujillo,2024-08-24
APUM9CAWEU,Atorvastatin Tablets,Pharmaceuticals,199.9,44,packs,"Orlando, FL",Clinic,Kyle Blair,2024-07-29
DH3U6IJLQA,Suture Kits,Surgical Supplies,258.14,43,sets,"Minneapolis, MN",Hospital,Thomas Garcia,2024-08-23
TN2UBO6ZUE,"Syringes, 50ml",Surgical Supplies,159.54,69,boxes,"Miami, FL",Clinic,Linda West,2024-01-17
6W027CIBW8,Surgical Masks,Surgical Supplies,396.96,21,boxes,"Houston, TX",Clinic,Jorge Trujillo,2024-06-07
LRXE9UTTBJ,Antibiotic Ointment,Pharmaceuticals,31.25,23,tubes,"Minneapolis, MN",Clinic,Thomas Garcia,2023-11-18
A0M6ECBGUU,Sterile Drapes,Surgical Supplies,206.73,11,packs,"Phoenix, AZ",Hospital,Thomas Grimes,2024-08-11
ZQGSHUH5P1,Surgical Scalpels,Medical Devices,475.5,81,pieces,"Denver, CO",Hospital,Jasmine Kelley,2024-02-13
H7AY72WA8A,"Syringes, 50ml",Surgical Supplies,233.3,50,boxes,"Minneapolis, MN",Clinic,Thomas Silva,2024-09-27
ZEZKN5CMQU,Scalpel Blades,Surgical Supplies,252.34,46,pieces,"Atlanta, GA",Hospital,Robert Green,2024-04-03
9I0LJFDAB0,"Syringes, 50ml",Surgical Supplies,338.92,6,boxes,"Denver, CO",Clinic,Jasmine Kelley,2023-10-26
7HEV1DE7ME,Surgical Gloves,Surgical Supplies,395.81,39,boxes,"San Francisco, CA",Clinic,Thomas Garcia,2024-09-10
JJW4N9QFGS,Antibiotic Ointment,Pharmaceuticals,460.48,13,tubes,"Houston, TX",Hospital,Daniel Arnold,2024-05-29
SPHDVES3D6,IV Tubing Set,Medical Devices,335.51,59,pieces,"Orlando, FL",Hospital,Kyle Blair,2024-01-27
ALI84Y06NS,Scalpel Blades,Surgical Supplies,175.32,7,pieces,"Minneapolis, MN",Clinic,Thomas Garcia,2023-10-27
IPRYUXXDBA,Sterile Drapes,Surgical Supplies,107.8,61,packs,"Portland, OR",Clinic,Aaron Snyder,2024-02-28
H4BYBU64J4,Surgical Gloves,Surgical Supplies,492.45,41,boxes,"Boston, MA",Clinic,Juan Campos,2023-12-10
LHAUJ4LOJB,Suture Kits,Surgical Supplies,98.55,8,sets,"Denver, CO",Clinic,Lisa Barrera,2024-05-01
AMWGICJZER,Atorvastatin Tablets,Pharmaceuticals,63.09,8,packs,"Denver, CO",Clinic,Lisa Barrera,2023-12-06
TVXH0Y1XXW,"Syringes, 50ml",Medical Devices,311.2,30,boxes,"Denver, CO",Clinic,Lisa Barrera,2023-12-16
0FV2X663S3,Gauze Sponges,Medical Devices,336.31,17,packs,"Houston, TX",Clinic,Lisa Barrera,2024-09-15
85IUHR99W2,Forceps,Surgical Supplies,486.11,62,pieces,"Dallas, TX",Clinic,Kristen Turner,2024-06-04
JUSXO5FMIH,Aspirin Tablets,Pharmaceuticals,196.76,43,packs,"Phoenix, AZ",Hospital,Kyle Blair,2024-01-10
8P7GCBCD9T,"Syringes, 50ml",Surgical Supplies,481.61,42,boxes,"Houston, TX",Clinic,James Bradley,2024-08-30
ZDUSWPK82B,IV Catheters,Surgical Supplies,207.63,38,pieces,"Los Angeles, CA",Hospital,Megan Chang,2024-05-29
LLLOCGFTYB,Atorvastatin Tablets,Pharmaceuticals,478.01,52,packs,"Washington, DC",Hospital,Renee Mcgrath,2024-09-24
L80ZTAXETD,Catheters,Medical Devices,219.0,29,pieces,"Chicago, IL",Hospital,Juan Campos,2024-04-07
RXK08NAVIJ,Surgical Scalpels,Medical Devices,445.1,35,pieces,"San Francisco, CA",Hospital,Robin Levy,2024-09-02
TJ5KEXE0YG,Amoxicillin Capsules,Pharmaceuticals,165.86,36,bottles,"Washington, DC",Hospital,Rebecca Wagner,2024-06-18
JL681I9KGR,Vitamin D Capsules,Pharmaceuticals,162.09,39,bottles,"Minneapolis, MN",Clinic,Thomas Silva,2023-10-30
B6G0DK9U1L,Surgical Masks,Surgical Supplies,127.67,61,boxes,"Seattle, WA",Clinic,Linda West,2024-01-09
DRVLI40IRR,Suture Kits,Surgical Supplies,163.76,49,sets,"San Francisco, CA",Hospital,Christine King,2024-01-25
1SVWICYM37,Ibuprofen Tablets,Pharmaceuticals,159.49,13,packs,"Dallas, TX",Clinic,Kristen Turner,2023-12-15
Y4B421LART,Forceps,Surgical Supplies,140.16,82,pieces,"Phoenix, AZ",Hospital,Thomas Grimes,2024-01-09
6PSK5ATV69,Diagnostic Test Strips,Medical Devices,469.01,50,boxes,"Portland, OR",Clinic,Ana Smith,2024-01-04
JA4BL6WRXO,Amoxicillin Capsules,Pharmaceuticals,200.19,25,bottles,"Orlando, FL",Hospital,Kyle Blair,2024-08-30
JB2RKPROST,Sterile Drapes,Surgical Supplies,123.82,28,packs,"San Francisco, CA",Hospital,Christine King,2024-03-31
LRM6GXM7EA,Metformin Tablets,Pharmaceuticals,352.8,39,packs,"Seattle, WA",Hospital,Linda West,2024-08-29
FT890NWQAS,Forceps,Surgical Supplies,422.28,40,pieces,"Denver, CO",Clinic,Jasmine Kelley,2023-12-03
EWA0TLPBZ3,Sterile Drapes,Surgical Supplies,164.28,10,packs,"Seattle, WA",Hospital,Linda West,2024-05-07
J14MV75IUA,"Syringes, 50ml",Surgical Supplies,377.8,46,boxes,"Washington, DC",Hospital,Christopher Flores,2023-10-18
82UTX0T2ZT,Surgical Scalpels,Medical Devices,304.52,63,pieces,"Denver, CO",Clinic,Mallory Barnett,2024-09-18
Y63HO32ZI5,Disposable Face Masks,Medical Devices,158.11,66,boxes,"Houston, TX",Hospital,Daniel Arnold,2023-10-16
9SII30ETVS,Adhesive Bandages,Medical Devices,290.41,65,packs,"Orlando, FL",Hospital,Juan Campos,2024-03-04
TWRKY2MY18,Blood Collection Tubes,Medical Devices,352.69,67,trays,"Las Vegas, NV",Clinic,Mallory Barnett,2024-08-02
QL607FVKG0,Surgical Masks,Surgical Supplies,304.62,11,boxes,"Houston, TX",Hospital,James Bradley,2024-10-13
HPL1FWAVBA,Scalpel Blades,Surgical Supplies,303.15,5,pieces,"Minneapolis, MN",Clinic,Thomas Silva,2023-10-21
T1I4DBFNSK,"Syringes, 50ml",Medical Devices,174.65,86,boxes,"Miami, FL",Hospital,Kristen Turner,2024-08-10
YPA2DLF132,Surgical Scalpels,Medical Devices,280.61,65,pieces,"Orlando, FL",Clinic,Kyle Blair,2024-04-17
8E7YE9EDYI,Disposable Gloves,Medical Devices,483.06,24,boxes,"Seattle, WA",Clinic,Linda West,2023-10-27
E75GLWU5UW,Cough Syrup,Pharmaceuticals,460.37,20,bottles,"San Francisco, CA",Hospital,William Sullivan,2024-07-24
7GAL7XQCQB,Sterile Drapes,Surgical Supplies,154.97,38,packs,"Phoenix, AZ",Clinic,Ryan Carr,2023-11-23
GHR2EZSYA7,Forceps,Surgical Supplies,237.95,58,pieces,"Houston, TX",Hospital,James Bradley,2024-05-24
DOFYKIE3HJ,IV Tubing Set,Medical Devices,405.47,18,pieces,"Atlanta, GA",Clinic,Robert Green,2024-07-24
2OY25TI3VU,Surgical Scalpels,Medical Devices,396.77,72,pieces,"Houston, TX",Hospital,Christine King,2024-06-16
FWVM0QIY63,Sterile Drapes,Surgical Supplies,194.33,67,packs,"Seattle, WA",Hospital,Linda West,2024-03-01
M12AFNZNKT,IV Catheters,Surgical Supplies,258.97,29,pieces,"Dallas, TX",Hospital,Jennifer Ross,2023-10-23
D480TV01PE,Gauze Pads,Surgical Supplies,483.68,59,packs,"Atlanta, GA",Clinic,Robert Green,2024-03-21
IAT1EZPSJB,Antibiotic Ointment,Pharmaceuticals,451.66,70,tubes,"Los Angeles, CA",Hospital,William Sullivan,2024-09-12
75RBUOTPB5,Metformin Tablets,Pharmaceuticals,136.71,65,packs,"Las Vegas, NV",Hospital,William Cantu,2024-02-12
CH0UYKQXY3,Disposable Gloves,Medical Devices,177.74,45,boxes,"Minneapolis, MN",Hospital,Thomas Silva,2024-01-12
572MJ6DOSR,Sterile Drapes,Surgical Supplies,304.15,72,packs,"Denver, CO",Clinic,Jasmine Kelley,2023-12-03
U7CEJ9V21T,Disposable Face Masks,Medical Devices,142.57,26,boxes,"Las Vegas, NV",Clinic,William Cantu,2024-04-17
3UTBLSGC9I,Diagnostic Test Strips,Medical Devices,462.48,68,boxes,"Dallas, TX",Hospital,Kristen Turner,2024-04-26
TT29RDDHDE,Surgical Gloves,Surgical Supplies,230.49,46,boxes,"Dallas, TX",Clinic,Jorge Trujillo,2023-11-09
69FQ12EVJ9,Scalpel Blades,Surgical Supplies,213.01,51,pieces,"Phoenix, AZ",Clinic,Rachel Sutton,2024-03-11
YG0BBK09QW,Cough Syrup,Pharmaceuticals,341.64,64,bottles,"Houston, TX",Hospital,James Bradley,2024-06-11
30H4VCVIPH,"Syringes, 50ml",Surgical Supplies,244.83,63,boxes,"Washington, DC",Hospital,Christopher Flores,2024-10-01
FJDF859YTE,Adhesive Bandages,Medical Devices,379.16,98,packs,"Las Vegas, NV",Hospital,Mallory Barnett,2024-03-19
2HNGOJWF57,"Syringes, 50ml",Surgical Supplies,499.19,65,boxes,"San Francisco, CA",Hospital,Mark Harrell,2024-03-21
YJLV5ZW42Z,IV Tubing Set,Medical Devices,115.73,80,pieces,"Dallas, TX",Hospital,Kristen Turner,2024-04-03
GR4OCDZ0II,Insulin Injection,Pharmaceuticals,265.46,43,syringles,"Las Vegas, NV",Hospital,Mallory Barnett,2024-01-04
32GQGI4A8F,Catheters,Medical Devices,275.5,64,pieces,"Washington, DC",Clinic,Rebecca Wagner,2024-03-06
UPN8YO3LM4,Disposable Gloves,Medical Devices,178.38,13,boxes,"Atlanta, GA",Clinic,Robert Green,2024-06-06
PMPM5STWTP,Scalpel Blades,Surgical Supplies,58.72,52,pieces,"Washington, DC",Clinic,Christopher Flores,2024-03-07
CECJQE8URK,IV Tubing Set,Medical Devices,258.29,43,pieces,"Minneapolis, MN",Hospital,Thomas Garcia,2024-05-13
T0DX9GILWX,Diagnostic Test Strips,Medical Devices,490.61,113,boxes,"Chicago, IL",Hospital,John Ponce,2024-08-14
96U3TXTQE3,Aspirin Tablets,Pharmaceuticals,120.87,54,packs,"San Francisco, CA",Hospital,Robin Levy,2024-10-13
DOD26L4K6Y,Gauze Pads,Surgical Supplies,106.68,12,packs,"Atlanta, GA",Clinic,Robert Green,2024-09-01
4A0BNIFQ01,Scalpel Blades,Surgical Supplies,205.05,64,pieces,"Las Vegas, NV",Hospital,William Cantu,2024-02-27
8JBAKE9CP9,Vitamin D Capsules,Pharmaceuticals,32.73,17,bottles,"Chicago, IL",Clinic,John Ponce,2023-10-21
4LHJXK1WGV,Aspirin Tablets,Pharmaceuticals,197.66,19,packs,"Los Angeles, CA",Hospital,William Sullivan,2024-05-24
F3JLOLDQEQ,Gauze Pads,Surgical Supplies,429.26,70,packs,"Minneapolis, MN",Hospital,Thomas Silva,2024-04-04
T5XCC6LW8G,Adhesive Bandages,Medical Devices,456.62,70,packs,"Las Vegas, NV",Hospital,Mallory Barnett,2024-01-08
70LYQMK88K,Gauze Pads,Surgical Supplies,224.89,11,packs,"Phoenix, AZ",Hospital,Mikayla Sanchez,2023-10-28
FT0AFQGVZ0,Antibiotic Ointment,Pharmaceuticals,151.14,28,tubes,"Las Vegas, NV",Clinic,William Cantu,2024-02-08
78WOU6X7Z1,Surgical Gowns,Surgical Supplies,140.57,6,packs,"Dallas, TX",Hospital,Jennifer Ross,2024-08-01
Q425YCULHE,Gauze Pads,Surgical Supplies,377.01,13,packs,"Washington, DC",Hospital,Mark Harrell,2024-09-30
0ARCP8WSGM,Metformin Tablets,Pharmaceuticals,203.62,52,packs,"Las Vegas, NV",Hospital,William Cantu,2023-11-22
65YM65200J,Disposable Gloves,Medical Devices,260.22,22,boxes,"Orlando, FL",Hospital,Kyle Blair,2024-08-30
4FKPA7OVW7,Sterile Drapes,Surgical Supplies,149.97,57,packs,"Dallas, TX",Hospital,Kristen Turner,2023-10-31
H0S7CDL8ME,Gauze Sponges,Medical Devices,364.05,39,packs,"Portland, OR",Clinic,Ana Smith,2024-07-01
JMLECLLYSR,Scalpel Blades,Surgical Supplies,474.01,48,pieces,"Las Vegas, NV",Hospital,Rebecca Wagner,2023-10-23
MU53O98ZD6,Antibiotic Ointment,Pharmaceuticals,220.13,66,tubes,"San Francisco, CA",Hospital,Robin Levy,2024-03-16
ZK1A2NLU6S,"Syringes, 50ml",Surgical Supplies,474.22,30,boxes,"Las Vegas, NV",Hospital,William Cantu,2024-08-27
IQN2AE7U9W,Forceps,Surgical Supplies,397.63,56,pieces,"San Francisco, CA",Hospital,Robin Levy,2024-03-05
D6I0O54U31,"Syringes, 50ml",Medical Devices,161.65,69,boxes,"Seattle, WA",Clinic,William Cantu,2024-09-16
X9Z42358XL,Blood Collection Tubes,Medical Devices,266.08,9,trays,"Denver, CO",Clinic,Jasmine Kelley,2024-07-01
BJ21FJFTBG,Adhesive Bandages,Medical Devices,289.56,29,packs,"Dallas, TX",Clinic,Kristen Turner,2024-05-22
J9E12A1UCU,Surgical Masks,Surgical Supplies,396.0,72,boxes,"Denver, CO",Hospital,Lisa Barrera,2023-12-12
V2TN90G393,Paracetamol Tablets,Pharmaceuticals,396.02,22,packs,"New York City, NY",Hospital,Megan Chang,2024-02-15
QN665YQP4R,Surgical Masks,Surgical Supplies,89.72,24,boxes,"Dallas, TX",Hospital,Kristen Turner,2024-03-12
Q33O8FOPOB,Aspirin Tablets,Pharmaceuticals,265.3,14,packs,"Boston, MA",Hospital,Megan Chang,2024-05-17
12HVK7M39F,Surgical Scalpels,Medical Devices,50.48,15,pieces,"Portland, OR",Clinic,Ana Smith,2024-10-12
8UPCGQZB9A,Ibuprofen Tablets,Pharmaceuticals,12.27,15,packs,"Washington, DC",Clinic,Renee Mcgrath,2024-01-25
CANJ623D7L,"Syringes, 50ml",Surgical Supplies,55.76,30,boxes,"Orlando, FL",Hospital,Kyle Blair,2024-04-15
YPLF9VK11J,Amoxicillin Capsules,Pharmaceuticals,73.58,39,bottles,"Los Angeles, CA",Hospital,William Sullivan,2024-09-19
J0LQDQT6H7,Blood Collection Tubes,Medical Devices,141.81,70,trays,"Washington, DC",Hospital,Rebecca Wagner,2024-02-17
MB6VBC5H2E,Blood Collection Tubes,Medical Devices,268.0,22,trays,"Denver, CO",Hospital,Lisa Barrera,2024-05-31
CCURTPQPO9,Blood Collection Tubes,Medical Devices,120.54,92,trays,"Dallas, TX",Hospital,Jennifer Ross,2024-07-20
YW5LKPB48N,Catheters,Medical Devices,262.04,72,pieces,"Washington, DC",Hospital,Rebecca Wagner,2024-05-31
RIWH7KB2MR,Surgical Gowns,Surgical Supplies,336.82,36,packs,"Phoenix, AZ",Clinic,Thomas Grimes,2024-07-15
SF7ITO9JMG,Gauze Sponges,Medical Devices,222.0,91,packs,"Orlando, FL",Hospital,Robert Green,2023-12-24
Z4CU30WEE2,Metformin Tablets,Pharmaceuticals,18.83,7,packs,"Orlando, FL",Clinic,Kyle Blair,2024-09-28
OP87CREYP9,IV Tubing Set,Medical Devices,273.96,18,pieces,"Denver, CO",Clinic,Jasmine Kelley,2023-12-17
VU6LI13YB5,Diagnostic Test Strips,Medical Devices,418.66,82,boxes,"Las Vegas, NV",Hospital,Renee Mcgrath,2024-05-14
ZL7DA24J5S,Ibuprofen Tablets,Pharmaceuticals,467.4,57,packs,"Houston, TX",Hospital,Rebecca Wagner,2024-01-30
YJCIJX9SOS,Ibuprofen Tablets,Pharmaceuticals,325.77,65,packs,"Washington, DC",Hospital,Christopher Flores,2024-06-02
DZXXXE6PMM,Surgical Gowns,Surgical Supplies,388.36,61,packs,"Denver, CO",Clinic,Jasmine Kelley,2024-01-28
L6CUJDTUMN,Atorvastatin Tablets,Pharmaceuticals,54.79,4,packs,"Denver, CO",Clinic,Lisa Barrera,2024-03-19
